EventId,EventTemplate,Occurrences,idf
a36d93b2,PrepareForService is being done on this Midplane <*> <*> <*> by <*>,249,0.893937260147327
ecb650b9,PrepareForService is being done on this rack <*> by <*>,30,0.9397924372251347
0ef990a0,Ido chip status changed: <*> <*> <*> <*> status=M Fri <*> <*> <*> PDT 2005,872,0.8664682982206191
c0fe9fb6,LinkCard power module U58 is not accessible,319,0.8885145271498042
12c46e92,NodeCard is not fully functional,60,0.9249233840520568
9857ec69,LinkCard is not fully functional,248,0.8940253036660253
f48d0e50,this link card is not fully functional,22,0.9463493815157413
57ba34dc,no ethernet link,14,0.9557389708864399
030606de,"rts: kernel terminated for reason <*> bad message header: <*> <*> <*> <*> cpu=0, <*> <*>",1389,0.8562510107135757
566d4544,ciod: In packet from node <*> <*> message code 2 is not 3 or 4294967295 <*> <*> 00000001 00000000),176,0.901522651736633
8053d3cf,4:000c5fd8 5:000c65b0 <*> <*>,7,0.9695475095069448
7c3755b2,lr:0000efe8 <*> xer:20000002 <*>,5,0.97586697225747
83c62d21,8:000c8880 9:00000400 <*> 11:c0010000,3,0.9847737547534723
e46b4dc8,16:00002260 17:11245250 18:00000001 19:11c6aa60,1,1.0
5a12708a,20:00001c80 21:00002260 22:40000000 23:1fea8ce0,1,1.0
777c0a31,lr:0000efe8 cr:84402444 xer:00000002 ctr:00000277,1,1.0
c5b6c0b5,0:00000150 1:1fea95b0 2:1eeeeeee 3:0c7672d8,1,1.0
ec46d268,4:14048d78 5:1416a548 6:140d9a08 7:14048ec8,1,1.0
dd2a74c0,8:1416a3f8 9:140457a8 10:141f7968 11:141fb088,1,1.0
184c357a,12:140d98b8 13:1eeeeeee 14:14045530 15:141f76f0,1,1.0
c5e003d9,16:140d6070 17:14166bb0 18:141fae10 19:14048c50,1,1.0
9546afc9,20:140d9790 21:1416a2d0 22:141f7840 23:14166d00,1,1.0
fdf5b3d6,24:06f4b0b8 25:140d6198 26:141f7818 27:14166cd8,1,1.0
cd5c67fa,28:14045658 29:141faf38 30:140d62e8 31:14166e28,1,1.0
72d2d4b4,4:000b2f60 5:000b2f50 6:0000911c 7:000b2f30,1,1.0
2ba21b04,<*> 9:00000002 10:0fe00000 <*>,11,0.9606407270109423
f082f438,12:000b2ee0 13:1eeeeeee 14:0000419b 15:001066c0,1,1.0
46c02138,ciod: Missing or invalid fields on line 1 of node map file <*>,2048,0.8477268241620388
05f7a599,Power deactivated: <*>,192,0.8996216323733592
5c6b04c3,"Problem reading the ethernet arl entries fro the service card: java.lang.IllegalStateException: while executing I2C Operation caught java.lang.RuntimeException: Communication error: (DirectIDo for com.ibm.ido.DirectIDo object <*> with image version 9 and card type 2] is in state = COMMUNICATION_ERROR, sequenceNumberIsOk = false, ExpectedSequenceNumber = <*> Reply Sequence Number = <*> timedOut = true, retries = 200, timeout = 1000, Expected Op Command = 2, Actual Op Reply = <*> Expected Sync Command = 32, Actual Sync Reply = <*>",4,0.9798719986289699
46b9c572,parity error.......0,1,1.0
e67d924b,machine state register:,1,1.0
4531fae3,machine state register: machine state register: machine state register: machine state register: machine state register: machine,5,0.97586697225747
40393eca,state register: machine state register: machine state register: machine state register: machine state register: machine state re,5,0.97586697225747
7db9f871,gister: machine state register: machine state register: machine state register: machine state register: machine state register:,5,0.97586697225747
cec4c1e9,New ido chip inserted into the database: <*> <*> <*> <*>,3455,0.836243445293244
13aa2557,"rts: kernel terminated for reason 1001rts: bad message header: invalid cpu, <*> <*> <*> <*>",3334,0.8370263248634009
bbddc5b8,"rts: kernel terminated for reason 1002rts: bad message header: too many packets, <*> cpu=0, <*> <*> <*>",28,0.9412574352117449
9c2040c2,max=366,130,0.90813362170255
98f13708,20,11,0.9606407270109423
1679091c,6,9,0.9646457533824424
d363e7f3,MidplaneSwitchController::parityAlignment() pap failed: <*> <*> <*>,14,0.9557389708864399
088bafb1,ciod: duplicate canonical-rank 31 to logical-rank 0 mapping at line 3 of node map file /p/gb2/pakin1/sweep3d-5x5x400-10mk-3mmi-1024pes-sweep/sweep.map,512,0.8781471759097731
0fae9ddc,ciod: Error creating node map from file <*> <*> <*> <*> <*>,520,0.877807256887136
43c91fa2,ciod: Error creating node map from file <*> <*> <*>,2328,0.8449131563267029
a87ff679,4,458,0.8805904503619911
16b569c4,<*> max=366,116,0.9106163870930597
814d6536,external input interrupt (unit=0x02 bit=0x00): uncorrectable torus error,10,0.962552091007564
259ee9a0,Torus non-recoverable error DCRs follow.,10,0.962552091007564
490afbb2,DCR <*> : <*>,130,0.90813362170255
c9f0f895,8,88,0.9166251398754954
459e76d6,ax=366,13,0.9572545254627045
5ef698cd,366,1,1.0
c81e728d,2,239,0.8948339899003294
a3f390d8,68,2,0.9910932175039976
26308ddd,8:08836a60 9:b1151400 10:fff1f0dc 11:b1151400,1,1.0
f360130f,28:30005230 29:300052e0 30:00000000 31:300051d0,1,1.0
a34af4e3,MailboxMonitor::serviceMailboxes() lib_ido_error: -1114 unexpected socket error: Broken pipe,1,1.0
58fb776a,mmcs_server exited abnormally due to signal: Aborted,11,0.9606407270109423
665ebbac,"ciod: Error loading <*> invalid or missing program image, <*> <*> <*>",22040,0.7955434700879905
0469334e,<*> 5:00000000 <*> 7:00000000,3,0.9847737547534723
0ee51045,<*> 13:1eeeeeee <*> 15:00000040,2,0.9910932175039976
adb86297,0:0000085d 1:1fea89d0 2:1eeeeeee 3:09470ef4,1,1.0
861d9f88,4:0000012c 5:0831a460 6:0831a460 7:00000e66,1,1.0
e62a158e,8:00000003 9:fb033ecf 10:00950000 11:003a03e4,1,1.0
6c2047d4,12:00842448 13:1eeeeeee 14:00000004 15:00007938,1,1.0
7ebb7d86,16:00000a43 17:00001434 18:00000a43 19:00000000,1,1.0
d14607d5,20:0000000a 21:00000009 22:000002d7 23:00000006,1,1.0
c36effbb,24:00000000 <*> 26:00000001 <*>,25,0.9436561973315921
aaf9c982,28:1fea8b60 29:00000003 30:00000000 31:09470eb0,1,1.0
cfcd2084,0,14,0.9557389708864399
c74d97b0,16,8,0.9669601897614675
642e92ef,48,6,0.972480770709232
0321ccb3,8:0691eb70 9:b1140400 10:fff1f0dc 11:b1140400,1,1.0
ac874e51,16:00001130 17:0d856240 18:00000001 19:0714ba48,1,1.0
812d8c4c,20:00001280 21:00001130 22:00000000 23:071430c8,1,1.0
da4fe302,28:0f4ca300 29:00000000 30:0691eb40 31:1fea8d40,1,1.0
a285ccee,lr:00360fa4 cr:24402442 xer:00000002 ctr:0037a8c4,1,1.0
f7177163,44,13,0.9572545254627045
c4ca4238,1,1,1.0
0e40a4b3,<*> 1:00088670 2:1eeeeeee 3:00088760,6,0.972480770709232
480f05ec,8:00088720 9:00088710 10:00088700 11:000886f0,6,0.972480770709232
827393c1,<*> 25:000277ec 26:00000002 <*>,14,0.9557389708864399
ecb410bc,28:000894a4 <*> <*> 31:b0000040,30,0.9397924372251347
32bb90e8,72,2,0.9910932175039976
3cec07e9,247,2,0.9910932175039976
890d77d0,0:60000000 1:00088690 2:1eeeeeee 3:00088780,24,0.9445177520114123
1772e9b6,4:00088770 5:00088760 6:00088750 7:000886b0,24,0.9445177520114123
856ae8df,8:00088740 9:00088730 10:00088720 11:00088710,24,0.9445177520114123
39688345,12:00088700 13:1eeeeeee <*> <*>,21,0.9473258457610365
ed3d2c21,98,2,0.9910932175039976
304af9c2,x=366,2,0.9910932175039976
29318b38,"ciod: Error loading ../homme/build.Linux/preqx -n 1800: invalid or missing program image, No such file or directory",64,0.9235281959605621
0dedaecb,ciodb exited normally with exit code <*>,2,0.9910932175039976
b39a3f12,<*> 1:0d8e7c40 2:1eeeeeee <*>,2,0.9910932175039976
36cd5d23,4:00000008 5:0f812740 6:0f812b00 7:0f812b40,1,1.0
5efb2025,8:0e812700 9:0e812740 10:0e812b00 11:00000008,1,1.0
a569b69c,12:00000008 13:1eeeeeee <*> <*>,2,0.9910932175039976
7f0db406,16:01fabd68 17:019abdd8 18:019abd98 19:019ab9d8,1,1.0
1e1d5ed6,20:019ab998 21:0f012b38 22:0f012af8 23:0f012700,1,1.0
91c5e667,24:0f012738 25:01fabdd8 26:01fabda0 27:01fab9e0,1,1.0
ec8783f6,<*> <*> 30:00000008 31:00000008,2,0.9910932175039976
0bf5527a,4:00000008 5:0f7e7940 6:0f7e7d00 7:0f7e7d40,1,1.0
2f7554e7,8:0e7e7900 9:0e7e7940 10:0e7e7d00 11:00000008,1,1.0
aef877f5,16:01f80f68 17:01980fd8 18:01980f98 19:01980bd8,1,1.0
26cfa1c7,20:01980b98 21:0efe7d38 22:0efe7cf8 23:0efe7900,1,1.0
5bae61d5,24:0efe7938 25:01f80fd8 26:01f80fa0 27:01f80be0,1,1.0
e182de24,0:00151ca8 1:1feaa300 2:1eeeeeee <*>,3,0.9847737547534723
1f4d6c95,4:1feaa3a8 5:00000010 6:00000046 7:00000010,3,0.9847737547534723
cd6a7581,8:1feaa410 9:00000040 10:fff9d8b0 11:b1140400,3,0.9847737547534723
b5761904,16:84000000 17:00000000 <*> <*>,6,0.972480770709232
b8c6b1e3,20:00000001 21:4c00010d <*> <*>,6,0.972480770709232
b8229f55,28:1feaa340 <*> <*> 31:1feaa4c0,3,0.9847737547534723
d7f6b2bb,lr:0015435c cr:44002442 xer:00000002 ctr:00000018,3,0.9847737547534723
3a936e95,0:02000a8a 1:1feaa370 2:1eeeeeee <*>,2,0.9910932175039976
ac7a25b8,4:1feaa3b0 5:00000800 6:00000000 7:00211638,2,0.9910932175039976
ef244147,8:00210000 9:00000a8a 10:00000000 11:00000075,2,0.9910932175039976
c9841c84,28:00000800 29:1feaa4c0 30:1feaa3b0 31:1feaa3a0,2,0.9910932175039976
fd48fadb,<*> cr:200024c4 xer:00000002 <*>,3,0.9847737547534723
906b7730,Ido packet timeout,4276,0.8315614359415522
87ce4600,MailboxMonitor::serviceMailboxes() lib_ido_error: -1033 BGLERR_IDO_PKT_TIMEOUT connection lost to node/link/service card,14,0.9557389708864399
3e6f528b,ciod: Error reading message prefix after <*> on CioStream socket to <*> <*> <*> <*> <*>,23219,0.7943987869806413
feabed24,4:03582180 5:00000000 6:00000060 7:7fffff97,1,1.0
bd39af2a,8:1fea443c 9:ba1cfa4f 10:003e98e0 11:00000000,1,1.0
4530d459,12:40008424 13:1eeeeeee 14:03582120 15:01c033e0,1,1.0
20a4fbe9,16:01c03500 17:035818e0 18:00000900 19:00000060,1,1.0
49308be6,20:01c02c00 21:01e60000 22:00360000 23:00000900,1,1.0
dfae63da,24:0347ed40 25:01b00000 26:0442eda0 27:00000060,1,1.0
e442662a,28:043b2184 29:00000000 30:03582180 31:043b21e4,1,1.0
6da5beac,lr:004c0670 cr:20002424 xer:20000002 ctr:004c076c,1,1.0
75c11bca,0:00000bb0 1:0fea0680 2:1eeeeeee 3:00260000,1,1.0
e3074980,4:5d93e823 5:001f0000 6:5d93e823 7:013b5ca8,1,1.0
10899bb8,8:00000000 9:00370000 10:0000063a 11:00000000,1,1.0
74a66e79,12:0fe9fa90 13:1eeeeeee 14:0fee0768 15:0fee0768,1,1.0
94e141c1,16:00000003 17:00000050 18:00000003 19:00000004,1,1.0
c4ffa5e6,20:0fea0740 21:000001cb 22:0000a774 23:0fee0740,1,1.0
e958956d,24:0fee072c 25:00000035 26:0fea8738 27:087d2350,1,1.0
99972683,28:00260000 29:087d1e00 30:00265110 31:00264560,1,1.0
c61e46a4,lr:0011ab5c cr:28004828 xer:20000002 ctr:0013b2f8,1,1.0
39e34909,0:0011e990 1:0feea7e0 2:1eeeeeee 3:08b14d30,1,1.0
ca9a1174,4:d2f1a9fc 5:00000000 6:08b19588 7:08bd90a8,1,1.0
058421f6,8:0022af90 9:00230000 10:0022c5d0 11:0022d570,1,1.0
1ef7f270,12:fffffefa 13:1eeeeeee 14:00252d68 15:08d1aec0,1,1.0
85c30448,16:08d14ff0 17:08d079a0 18:08b18ef8 19:08bd8a18,1,1.0
b7660acc,20:08b146a8 21:00000000 22:08b146b0 23:08bd8a20,1,1.0
11696449,24:08b18f00 25:08b1e690 26:08c207a0 27:08d0b4a0,1,1.0
3ed1e712,28:087c4f30 29:000001f7 30:08789380 31:087886d0,1,1.0
3ca5fc81,lr:0011e990 cr:48084444 xer:20000002 ctr:00000124,1,1.0
0568592a,0:00000003 1:0fea0620 2:1eeeeeee 3:04661100,1,1.0
9b318f58,4:045364c0 5:045dbc80 6:04661100 7:0032b690,1,1.0
a2d92ed9,<*> 9:00000028 10:ffffffe8 <*>,12,0.9588824425781197
79fd8907,12:008d7190 13:1eeeeeee 14:0002b4f4 15:0fee1424,1,1.0
e659400e,16:000000a5 17:000016a8 18:00000121 19:00000122,1,1.0
285331c9,20:0fea0740 21:00000091 22:045dbc80 23:008d86c0,1,1.0
c1a27e8b,24:00f9ce00 25:0032b690 26:01abdb40 27:04661100,1,1.0
58037121,28:008d6640 29:045dbc80 30:045364c0 31:04661440,1,1.0
bc780567,lr:0013d378 cr:46004842 xer:00000002 ctr:001454dc,1,1.0
b96151ec,mmcs_server exited abnormally due to signal: Segmentation fault,3,0.9847737547534723
5861a377,4:00000f0d 5:02e05990 6:00003c34 7:00000000,1,1.0
24c98e00,8:00d74050 9:00240000 10:00240000 11:00240000,1,1.0
04e7aac2,<*> 13:1eeeeeee 14:00240000 <*>,4,0.9798719986289699
636dde48,16:00238bb8 17:00238e68 18:00240000 19:00238e50,1,1.0
659d0e96,20:00238a30 21:00238ce0 22:00238aa0 23:00000008,1,1.0
89e1ffd0,24:00238df0 25:00238ac8 26:0038b360 27:0038fe30,1,1.0
3059be44,28:0038b380 29:00238b70 30:00238df8 31:00238e20,1,1.0
37fc7277,0:bfee7466 1:0fee9b40 2:1eeeeeee 3:01dc0f4c,1,1.0
1342c80b,4:0023b550 5:00000120 6:0101031b 7:00000000,1,1.0
3a96aef3,8:0fee9760 9:2325a000 10:00002130 11:00000010,1,1.0
8f12c230,<*> 17:000001d0 18:00000030 <*>,2,0.9910932175039976
a5ddb816,20:0000000a 21:00a9cb80 22:00000005 23:ffffffff,1,1.0
8557904e,28:00005c30 29:00002130 30:002398a0 31:01dbf2a0,1,1.0
b023e46f,lr:001aa670 cr:44002242 xer:20000002 ctr:001aaabc,1,1.0
2223358f,0:0018c928 1:0feaa2e0 2:1eeeeeee 3:00976950,1,1.0
0751ed1c,<*> 5:00000010 6:00000050 7:00000070,2,0.9910932175039976
6fd62e8c,8:00400000 9:00000040 10:004b5950 11:13140000,1,1.0
ded1a698,<*> 13:1eeeeeee 14:00000000 <*>,8,0.9669601897614675
8b0e08ab,16:09277d28 17:09293a68 18:096c9368 19:09707a38,1,1.0
ce696d50,20:000001f4 21:0000000c 22:0036b7d8 23:30000000,1,1.0
5b625ffb,24:00000000 25:00000001 26:00000000 27:0feaa4e0,1,1.0
27713459,28:004b5940 29:08d89710 30:00000000 31:00166848,1,1.0
40bd5d1d,lr:0018c994 cr:44004444 xer:20000002 ctr:0000ff35,1,1.0
e5c1b0c2,monitor caught java.lang.UnsupportedOperationException: power module <*> not present and is stopping,2,0.9910932175039976
e50b0505,While inserting monitor info into DB caught java.lang.NullPointerException,2,0.9910932175039976
2a8305ff,"Node card VPD check: missing <*> node, VPD ecid <*> in processor card slot <*>",887,0.8660940672189995
76b7594c,DeclareServiceNetworkCharacteristics has been run but the DB is not empty,1,1.0
50deed5a,DeclareServiceNetworkCharacteristics has been run with the force option but the DB is not empty,1,1.0
d728134f,Added 8 subnets and 409600 addresses to DB,1,1.0
8796a276,Controlling BG/L rows [ 0 1 2 3 4 5 6 7 ],50,0.9288565058470513
590fcce7,"Problem communicating with service card, ido chip: <*> java.lang.IllegalStateException: IDo is not in functional state -- currently in state COMMUNICATION_ERROR",6,0.972480770709232
3e1bda63,"While initializing service card iDo with LP of <*> caught java.io.IOException: Could not contact iDo with <*> and <*> because java.lang.RuntimeException: Communication error: (DirectIDo for Uninitialized DirectIDo for <*> is in state = COMMUNICATION_ERROR, sequenceNumberIsOk = false, ExpectedSequenceNumber = 0, Reply Sequence Number = -1, timedOut = true, retries = 200, timeout = 1000, Expected Op Command = 5, Actual Op Reply = -1, Expected Sync Command = 10, Actual Sync Reply = -1)",197,0.8990597902759764
861a14ad,Ido chip status changed: <*> <*> <*> <*> status=M <*> Aug <*> <*> PDT 2005,1618,0.8529009611233163
c22d3d21,"Expected 10 active FanModules, but found 9 ( Found J300 J301 J302 J303 J304 <*> <*> <*> <*> ).",11,0.9606407270109423
22d774b4,BGLMaster has been started: ./BGLMaster --consoleip 127.0.0.1 --consoleport 32035 --configfile bglmaster.init --autorestart y,59,0.9252864803933847
dbe49228,Found invalid node ecid in processor card slot <*> ecid 0000000000000000000000000000,5558,0.8258024714442938
86a5b6eb,"Node card status: ALERT 0, ALERT 1, ALERT 2, ALERT 3 is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The 2.5 volt rail is OK. The 1.5 volt rail is OK.",171,0.9021521168257891
6020e667,idoproxy exited normally with exit code 0,1,1.0
72a6de45,"Problem communicating with service card, ido chip: <*> java.io.IOException: Could not find EthernetSwitch on port:address 1:136",166,0.9028001528614789
03b23c58,Bad cable going into LinkCard <*> Jtag <*> Port <*> - <*> bad wires,232,0.8954842183436769
42479f60,Missing reverse cable: Cable <*> <*> F <*> --> <*> <*> C <*> is present BUT the reverse cable <*> <*> F <*> --> <*> <*> C <*> is missing,354,0.8862344407832647
e87321dc,Error: unable to mount filesystem,720,0.870670473841304
4f1ef491,Lustre mount FAILED : <*> : block_id : location,5105,0.8276696939812684
91b2140d,idoproxydb hit ASSERT condition: ASSERT <*> Source <*> Source <*> Function=int <*> <*>,84250,0.7660882357785633
141f1d82,"Target=ido://FF:F2:9F:16:E6:04:00:0D:60:E9:19:FB/JTAG/0 Message=JtagId All all zeros, power good may be low",4,0.9798719986289699
04f5a2ae,Microloader Assertion,1504,0.8545048861639912
6bb8fb41,VALIDATE_LOAD_IMAGE_CRC_IN_DRAM,8,0.9669601897614675
8c8f1482,0:00003000 1:00088850 2:1eeeeeee <*>,11,0.9606407270109423
7fcc1b84,4:ffff45dc <*> 6:0002a828 7:00030000,8,0.9669601897614675
19f88523,<*> 9:00070000 10:000000e0 11:0008885c,11,0.9606407270109423
97d96105,28:ffffc0c8 <*> <*> 31:000894a8,11,0.9606407270109423
76381091,"Problem communicating with service card, ido chip: <*> java.lang.IllegalStateException: while executing CONTROL Operation caught java.lang.RuntimeException: Communication error: (DirectIDo for com.ibm.ido.DirectIDo object <*> with image version 9 and card type 2] is in state = COMMUNICATION_ERROR, sequenceNumberIsOk = false, ExpectedSequenceNumber = <*> Reply Sequence Number = <*> timedOut = true, retries = 200, timeout = 1000, Expected Op Command = 2, Actual Op Reply = <*> Expected Sync Command = 8, Actual Sync Reply = <*>",2,0.9910932175039976
dcee95b8,Missing reverse cable: Cable <*> 4 E (J13) --> <*> 4 D (J15) is present BUT the reverse cable <*> 1 E (J05) --> <*> 1 D (J07) is missing,168,0.902538639909712
ff7d1b2f,idoproxydb hit ASSERT condition: ASSERT expression=!(nMsgLen > 0x10000) Source file=idomarshalerio.cpp Source line=1929 Function=int IdoMarshalerRecvBuffer::ReadBlock(IdoMsg::IdoMsgHdr*&),2,0.9910932175039976
206126d3,idoproxydb hit ASSERT condition: ASSERT expression=!(RecvMsgHdr.ulLen > 0x10000) Source file=idomarshalerio.cpp Source line=387 Function=virtual int IdoMarshalerIo::RunRecv(),1,1.0
3f3c695a,MidplaneSwitchController::receiveTrain() iap failed: <*> <*> ec000000,166,0.9028001528614789
b36aebf8,rts tree/torus link training failed: wanted: <*> C X+ X- Y+ Y- Z+ Z- got: <*> C <*> <*> <*> <*> <*>,214,0.8972503607012867
2993ebab,rts tree/torus link training failed: wanted: C X+ X- Y+ Y- Z+ Z- got: C <*> <*> <*> <*>,18,0.9505462591373632
a466848c,rts tree/torus link training failed: wanted: A B C X+ X- Y+ Y- Z+ Z- got: A <*> <*> <*> <*> <*> <*> <*>,171,0.9021521168257891
46d35382,rts tree/torus link training failed: wanted: <*> C X+ X- Y+ Y- Z+ Z- got: <*> C <*> <*> <*> <*>,82,0.9181583314085553
8c838cef,rts tree/torus link training failed: wanted: C X+ X- Y+ Y- Z+ Z- got: C <*> <*> <*> <*> <*>,54,0.9271978443900064
aca8f388,rts tree/torus link training failed: wanted: A B C X+ X- Y+ Y- Z+ Z- got: <*> <*> <*> <*> <*> <*> <*>,46,0.9306507131472557
7e88d7a8,rts tree/torus link training failed: wanted: A B C X+ X- Y+ Y- Z+ Z- got: <*> <*> <*> <*> <*> <*>,8,0.9669601897614675
93f21d36,rts tree/torus link training failed: wanted: C X+ X- Y+ Y- Z+ Z- got: C X+ Y- Z-,2,0.9910932175039976
db6a419d,rts tree/torus link training failed: wanted: <*> C X+ X- Y+ Y- Z+ Z- got: <*> C <*> <*> <*>,10,0.962552091007564
72a42933,"ddr: Unable to steer rank=0, <*> - rank is already steering symbol <*> Due to multiple symbols being over the correctable error threshold, consider replacing the card",197,0.8990597902759764
c6127d71,4:000210f8 5:00021264 <*> 7:000c8550,2,0.9910932175039976
d5c96aad,24:000c2d80 25:000d0000 26:00000000 27:00055950,2,0.9910932175039976
3d51dd40,28:00000000 29:00070000 30:000c94a8 31:00000001,2,0.9910932175039976
6aad2150,lr:0000a2d0 cr:40004024 xer:20000002 <*>,2,0.9910932175039976
834d75a7,<*> 1:1fea9d90 2:1eeeeeee <*>,3,0.9847737547534723
ee52a222,4:167f5ff0 5:13ec5b80 6:17c63000 7:00001200,1,1.0
b09aafe0,8:17c63c00 9:00009c00 10:13ecf780 11:00001380,1,1.0
1f537176,12:00002280 13:1eeeeeee 14:00000018 15:00000016,3,0.9847737547534723
ed691ee5,16:17c64550 17:167f7260 18:13ecf870 19:13ecf770,1,1.0
2c3be155,<*> 21:00000010 22:00000180 <*>,2,0.9910932175039976
835a01c0,24:00000003 <*> <*> 27:00000200,2,0.9910932175039976
08483e4d,28:00000060 29:00000120 <*> 31:00000001,2,0.9910932175039976
a2e3c26a,<*> cr:84084242 xer:00000002 <*>,2,0.9910932175039976
74246be2,ciodb exited abnormally due to signal: Aborted,23,0.9454144817644147
7c363edf,"ciod: Error loading <*> invalid or missing program image, Permission denied",43040,0.7808421965901531
11b69b8b,ciod: generated <*> core files for program <*>,62484,0.7726535477197143
130bb340,rts: kernel terminated for reason <*>,18587,0.799286357228959
8f995bb5,rts: bad message header: cpu <*> invalid <*> <*> <*> <*> <*> PSR1=00000000 <*> PIXF=00000007,619,0.8739857001145218
5ad57e41,rts: bad message header: packet index <*> greater than max 366 <*> <*> <*> <*> <*> PSR1=00000000 <*> PIXF=00000007,114,0.9109951348981836
ce4bab63,rts: bad message header: index 0 greater than total 0 <*> <*> 00000000 00000000) <*> PSR1=00000000 <*> PIXF=00000007,238,0.8949257095680627
49589a0c,rts: bad message header: expecting type <*> instead of type <*> <*> <*> <*> 00000000) <*> PSR1=00000000 <*> PIXF=00000007,1146,0.8604720226797196
1f282241,kernel panic,18,0.9505462591373632
3e8b8c59,external input interrupt (unit=0x05 bit=0x06): 1M tree receiver 2 in resynch mode,1,1.0
2c4d7668,mmcs_db_server has been started: ./mmcs_db_server --useDatabase BGL --dbproperties <*> --iolog /bgl/BlueLight/logs/BGL --reconnect-blocks all --shutdown-timeout <*>,72,0.9209784584800408
f8010660,<*> 5:33333300 <*> 7:00030000,3,0.9847737547534723
aa033f5f,0:00158e00 1:0feea1a0 2:1eeeeeee 3:00e4bc60,1,1.0
8d6e7718,<*> 5:00000000 6:00000010 <*>,2,0.9910932175039976
63d825af,8:00000000 9:00000100 10:b1140400 11:00000060,1,1.0
869ffd6a,12:b1140400 13:1eeeeeee 14:00000030 15:00000002,1,1.0
cfac9d34,24:00000000 25:00220aa0 26:00004c42 27:0feea1b0,1,1.0
ad0398b6,28:00220400 29:00220480 30:00000010 31:00220450,1,1.0
1b700d02,iar <*> dear <*>,442966,0.7296300039270825
4599d790,<*> IpAddress(0.0.0.0) Status(A),52,0.9280115236527463
3d677d21,"NFS Mount failed on <*> slept <*> seconds, retrying <*>",2670,0.841903394532589
eb299b60,CHECK_INITIAL_GLOBAL_INTERRUPT_VALUES,544,0.8768179642262124
f80a5ed5,Lustre mount FAILED : <*> : point /p/gb1,26426,0.7915568892031761
203e5034,mmcs_db_server has been started: ./mmcs_db_server --useDatabase BGL --dbproperties serverdb.properties --iolog /bgl/BlueLight/logs/BGL --reconnect-blocks all --no-reconnect-blocks,2,0.9910932175039976
8a80a2c6,4:18707ff0 5:10105280 6:1b3ac800 7:00002100,1,1.0
c9a0a1d5,8:1b3ac800 9:00010800 10:10115a80 11:00002100,1,1.0
3eca6fd9,16:1b3acb30 17:18709e10 18:10115c70 19:10115b70,1,1.0
a9c23be9,0:0000e208 1:1feaa590 2:1eeeeeee 3:001f9280,1,1.0
68a304a4,4:0021d210 5:1feaa59c 6:1feaa5a0 7:1feaa5a4,1,1.0
62f71273,8:1feaa5a4 9:0000000d 10:00000000 11:000008d8,1,1.0
fdc25276,20:ffffffff 21:40000000 <*> 23:0feea440,2,0.9910932175039976
29589da9,24:00000007 25:00000002 26:000008d9 27:00000000,1,1.0
b2500d30,28:001f9c00 29:00023600 30:001f9280 31:0021d200,1,1.0
e49c0c8a,EndServiceAction <*> was performed upon <*> by <*>,4,0.9798719986289699
dd4c6395,4:00021328 5:00021494 6:000000b8 <*>,8,0.9669601897614675
fa0e627a,<*> <*> 30:00089cd0 31:000894a8,11,0.9606407270109423
f20ee67b,lr:0000a4c0 <*> xer:20000002 <*>,8,0.9669601897614675
d354e0f7,0:0000001c <*> 2:1eeeeeee 3:00000060,3,0.9847737547534723
230de5fd,4:00000040 <*> 6:00000010 <*>,3,0.9847737547534723
3c764a41,8:000000c0 9:00000080 10:00000020 11:000000a0,3,0.9847737547534723
495642b3,20:00000000 21:40000000 <*> <*>,2,0.9910932175039976
f3c7b0b9,24:00000001 25:001ea6fc 26:0feea380 27:00212cd0,1,1.0
bd6eecc4,28:0081a2f0 29:00000000 30:0feea380 31:009ec660,1,1.0
3ba01110,lr:0014b240 cr:480042e4 xer:00000002 ctr:001658c0,1,1.0
acb8ae83,Ido chip status changed: <*> <*> <*> <*> status=M <*> Sep <*> <*> PDT 2005,1079,0.8617941796617969
9289a6b1,<*> 5:00000001 <*> 7:ff00ff00,2,0.9910932175039976
36968753,<*> <*> 10:00000001 11:00000002,2,0.9910932175039976
762e7002,24:00000000 <*> <*> 27:00000001,2,0.9910932175039976
d9fca5c8,<*> 29:00010000 <*> 31:88000000,2,0.9910932175039976
583f65a3,lr:001283a0 cr:80000442 xer:00000002 ctr:0000fe31,1,1.0
d2c11558,16:00000000 17:00016937 18:ffffffff 19:0feea7a0,1,1.0
703cb453,20:0111ba70 21:0101ba60 22:00100000 23:0feea350,1,1.0
ba8819cc,28:00210df0 29:00000000 30:0feea390 31:0111ef00,1,1.0
2c60395b,lr:0014b0fc cr:480022e4 xer:00000002 ctr:00165860,1,1.0
85f22532,4:00000000 5:001aa4cc 6:000003be 7:00000003,1,1.0
4d40118d,8:001aa524 9:00000000 10:00000800 11:00000003,1,1.0
a93677af,12:880024e2 13:1eeeeeee 14:001b0000 15:001b0000,1,1.0
7a24ca3c,16:001b0000 17:001b0000 18:001b0000 19:008ddc70,1,1.0
61d9fd4c,20:00b5fd60 21:001ecccc 22:00000800 23:0091e170,1,1.0
9ecec6e8,24:4c00010d 25:4c00010d 26:0089dc60 27:00010000,1,1.0
143f6964,28:84000000 29:00000561 30:480224e8 31:00000000,1,1.0
